file_name,word_text,word_bbox,entity_text,entity_bbox,label,id,id_from,id_to
71206427,Circle-K,"[582, 148, 653, 163]",Package Fixture Circle-K Convenient Stores,"[450, 147, 653, 175]",answer,15,0.0,15.0
71206427,Convenient,"[450, 161, 534, 174]",Package Fixture Circle-K Convenient Stores,"[450, 147, 653, 175]",answer,15,0.0,15.0
71206427,Stores,"[541, 161, 593, 175]",Package Fixture Circle-K Convenient Stores,"[450, 147, 653, 175]",answer,15,0.0,15.0
71206427,,"[550, 222, 642, 302]",,"[550, 216, 703, 325]",other,16,,
71206427,,"[575, 216, 703, 325]",,"[550, 216, 703, 325]",other,16,,
71206427,SUPPLIERS,"[106, 251, 183, 265]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,18.0
71206427,SUPPLIERS,"[106, 251, 183, 265]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,19.0
71206427,SUPPLIERS,"[106, 251, 183, 265]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,20.0
71206427,SUPPLIERS,"[106, 251, 183, 265]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,21.0
71206427,BEING,"[191, 253, 234, 267]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,18.0
71206427,BEING,"[191, 253, 234, 267]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,19.0
71206427,BEING,"[191, 253, 234, 267]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,20.0
71206427,BEING,"[191, 253, 234, 267]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,21.0
71206427,CONSIDERED:,"[242, 253, 331, 268]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,18.0
71206427,CONSIDERED:,"[242, 253, 331, 268]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,19.0
71206427,CONSIDERED:,"[242, 253, 331, 268]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,20.0
71206427,CONSIDERED:,"[242, 253, 331, 268]",SUPPLIERS BEING CONSIDERED:,"[106, 251, 331, 268]",question,17,17.0,21.0
71206427,Chicago,"[106, 278, 167, 295]",Chicago Show,"[106, 278, 210, 295]",answer,18,17.0,18.0
71206427,Show,"[175, 281, 210, 294]",Chicago Show,"[106, 278, 210, 295]",answer,18,17.0,18.0
71206427,Display,"[105, 306, 168, 321]",Display Equation,"[105, 306, 241, 324]",answer,19,17.0,19.0
71206427,Equation,"[173, 307, 241, 324]",Display Equation,"[105, 306, 241, 324]",answer,19,17.0,19.0
71206427,Chicago,"[106, 335, 165, 349]",Chicago Display,"[106, 335, 233, 352]",answer,20,17.0,20.0
71206427,Display,"[173, 335, 233, 352]",Chicago Display,"[106, 335, 233, 352]",answer,20,17.0,20.0
71206427,Robert,"[106, 360, 156, 377]",Robert Nielson & Associates,"[106, 360, 333, 380]",answer,21,17.0,21.0
71206427,Nielson,"[162, 362, 223, 377]",Robert Nielson & Associates,"[106, 360, 333, 380]",answer,21,17.0,21.0
71206427,&,"[232, 365, 242, 378]",Robert Nielson & Associates,"[106, 360, 333, 380]",answer,21,17.0,21.0
71206427,Associates,"[246, 363, 333, 380]",Robert Nielson & Associates,"[106, 360, 333, 380]",answer,21,17.0,21.0
71206427,1990,"[106, 430, 138, 445]",1990 Customized Merchandising,"[106, 430, 347, 451]",answer,22,8.0,22.0
71206427,Customized,"[147, 432, 231, 447]",1990 Customized Merchandising,"[106, 430, 347, 451]",answer,22,8.0,22.0
71206427,Merchandising,"[237, 433, 347, 451]",1990 Customized Merchandising,"[106, 430, 347, 451]",answer,22,8.0,22.0
71206427,Services,"[105, 459, 172, 474]",Services ESPNS,"[105, 459, 231, 474]",answer,23,8.0,23.0
71206427,,"[180, 464, 190, 471]",Services ESPNS,"[105, 459, 231, 474]",answer,23,8.0,23.0
71206427,ESPNS,"[197, 461, 231, 474]",Services ESPNS,"[105, 459, 231, 474]",answer,23,8.0,23.0
71206427,REQUESTING,"[101, 598, 188, 615]",REQUESTING MANAGER,"[101, 598, 254, 615]",question,24,9.0,24.0
71206427,MANAGER,"[193, 599, 254, 614]",REQUESTING MANAGER,"[101, 598, 254, 615]",question,24,9.0,24.0
71206427,MERCHANDISING,"[101, 640, 210, 657]",MERCHANDISING MANAGER,"[101, 640, 278, 657]",question,25,9.0,25.0
71206427,MANAGER,"[218, 642, 278, 656]",MERCHANDISING MANAGER,"[101, 640, 278, 657]",question,25,9.0,25.0
71206427,GROUP,"[99, 682, 142, 697]",GROUP PRODUCT DIRECTOR,"[99, 682, 285, 699]",question,26,9.0,26.0
71206427,PRODUCT,"[151, 684, 211, 698]",GROUP PRODUCT DIRECTOR,"[99, 682, 285, 699]",question,26,9.0,26.0
71206427,DIRECTOR,"[218, 684, 285, 699]",GROUP PRODUCT DIRECTOR,"[99, 682, 285, 699]",question,26,9.0,26.0
71206427,PURCHASING,"[98, 725, 185, 740]",PURCHASING DEPARTMENT,"[98, 725, 275, 742]",question,27,9.0,27.0
71206427,DEPARTMENT,"[190, 728, 275, 742]",PURCHASING DEPARTMENT,"[98, 725, 275, 742]",question,27,9.0,27.0
71206427,RETURN,"[96, 768, 149, 781]",RETURN TO:,"[96, 768, 181, 783]",question,28,28.0,29.0
71206427,RETURN,"[96, 768, 149, 781]",RETURN TO:,"[96, 768, 181, 783]",question,28,9.0,28.0
71206427,TO:,"[156, 770, 181, 783]",RETURN TO:,"[96, 768, 181, 783]",question,28,28.0,29.0
71206427,TO:,"[156, 770, 181, 783]",RETURN TO:,"[96, 768, 181, 783]",question,28,9.0,28.0
71206427,REQUESTING,"[197, 771, 282, 785]",REQUESTING MANAGER,"[197, 771, 351, 785]",answer,29,28.0,29.0
71206427,MANAGER,"[288, 771, 351, 785]",REQUESTING MANAGER,"[197, 771, 351, 785]",answer,29,28.0,29.0
71206427,462231045,"[1, 953, 79, 967]",462231045 PRODUCED FROM B&W WEB SITE,"[1, 953, 232, 983]",other,30,,
71206427,PRODUCED,"[4, 969, 70, 983]",462231045 PRODUCED FROM B&W WEB SITE,"[1, 953, 232, 983]",other,30,,
71206427,FROM,"[80, 969, 116, 982]",462231045 PRODUCED FROM B&W WEB SITE,"[1, 953, 232, 983]",other,30,,
71206427,B&W,"[124, 968, 153, 983]",462231045 PRODUCED FROM B&W WEB SITE,"[1, 953, 232, 983]",other,30,,
71206427,WEB,"[159, 969, 188, 982]",462231045 PRODUCED FROM B&W WEB SITE,"[1, 953, 232, 983]",other,30,,
71206427,SITE,"[197, 968, 232, 982]",462231045 PRODUCED FROM B&W WEB SITE,"[1, 953, 232, 983]",other,30,,
0001123541,DATE:,"[10, 166, 48, 179]",DATE:,"[10, 166, 48, 179]",question,0,0.0,13.0
0001123541,DEPARTMENT:,"[144, 165, 224, 179]",DEPARTMENT:,"[144, 165, 224, 179]",question,1,1.0,14.0
0001123541,Type,"[455, 208, 486, 221]",Type,"[455, 208, 486, 221]",question,2,2.0,3.0
0001123541,EQPR,"[503, 205, 560, 222]",EQPR,"[503, 205, 560, 222]",answer,3,2.0,3.0
0001123541,B&W,"[24, 32, 91, 102]",B&W,"[24, 32, 91, 102]",other,4,,
0001123541,QUALITY,"[589, 32, 664, 102]",QUALITY,"[589, 32, 664, 102]",other,5,,
0001123541,Implement:,"[216, 648, 289, 661]",Implement:,"[216, 648, 289, 661]",header,6,6.0,35.0
0001123541,Implement:,"[216, 648, 289, 661]",Implement:,"[216, 648, 289, 661]",header,6,6.0,36.0
0001123541,Implement:,"[216, 648, 289, 661]",Implement:,"[216, 648, 289, 661]",header,6,6.0,34.0
0001123541,Date,"[493, 647, 524, 661]",Date,"[493, 647, 524, 661]",question,7,,
0001123541,632120763,"[633, 771, 655, 893]",632120763,"[633, 771, 655, 893]",other,8,,
0001123541,QUALITY,"[142, 46, 237, 66]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,IMPROVEMENT,"[242, 45, 400, 66]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,SUGGESTION,"[405, 45, 542, 67]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,OUR,"[120, 80, 158, 94]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,MISSION,"[162, 78, 232, 92]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,IS,"[236, 77, 254, 92]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,SUPERIOR,"[257, 78, 341, 92]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,CONSUMER,"[342, 77, 438, 94]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,SATISFACTION,"[441, 77, 567, 92]",QUALITY IMPROVEMENT SUGGESTION OUR MISSION IS SUPERIOR CONSUMER SATISFACTION,"[120, 45, 567, 94]",header,9,,
0001123541,Highest,"[124, 95, 176, 109]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,Quality.,"[180, 94, 232, 109]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,"Teamwork,","[235, 94, 313, 108]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,Do,"[316, 94, 336, 108]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,Right,"[337, 94, 375, 109]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,Things,"[377, 94, 423, 108]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,Right,"[425, 94, 460, 108]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,The,"[462, 94, 490, 108]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,First,"[493, 94, 525, 108]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,Time,"[527, 94, 563, 108]","Highest Quality. Teamwork, Do Right Things Right The First Time","[124, 94, 563, 109]",other,10,,
0001123541,RESEARCH,"[228, 119, 316, 136]",RESEARCH & DEVELOPMENT,"[228, 119, 458, 137]",header,11,,
0001123541,&,"[320, 119, 334, 137]",RESEARCH & DEVELOPMENT,"[228, 119, 458, 137]",header,11,,
0001123541,DEVELOPMENT,"[338, 119, 458, 136]",RESEARCH & DEVELOPMENT,"[228, 119, 458, 137]",header,11,,
0001123541,Quality,"[497, 149, 547, 163]",Quality Coord Only,"[497, 149, 628, 163]",header,12,,
0001123541,Coord,"[553, 149, 594, 163]",Quality Coord Only,"[497, 149, 628, 163]",header,12,,
0001123541,Only,"[596, 151, 628, 162]",Quality Coord Only,"[497, 149, 628, 163]",header,12,,
0001123541,June,"[53, 165, 85, 179]","June 21, 1993","[53, 165, 146, 179]",answer,13,0.0,13.0
0001123541,"21,","[89, 165, 111, 178]","June 21, 1993","[53, 165, 146, 179]",answer,13,0.0,13.0
0001123541,1993,"[119, 165, 146, 178]","June 21, 1993","[53, 165, 146, 179]",answer,13,0.0,13.0
0001123541,R&D,"[250, 163, 277, 177]",R&D Library,"[250, 163, 329, 180]",answer,14,1.0,14.0
0001123541,Library,"[279, 163, 329, 180]",R&D Library,"[250, 163, 329, 180]",answer,14,1.0,14.0
0001123541,Carol,"[144, 194, 182, 205]",Carol S. Lincoln,"[144, 191, 260, 207]",answer,15,17.0,15.0
0001123541,S.,"[187, 191, 201, 205]",Carol S. Lincoln,"[144, 191, 260, 207]",answer,15,17.0,15.0
0001123541,Lincoln,"[208, 193, 260, 207]",Carol S. Lincoln,"[144, 191, 260, 207]",answer,15,17.0,15.0
0001123541,407-,"[147, 219, 174, 234]",407- 64- 3484,"[147, 219, 225, 235]",answer,16,18.0,16.0
0001123541,64-,"[173, 219, 195, 233]",407- 64- 3484,"[147, 219, 225, 235]",answer,16,18.0,16.0
0001123541,3484,"[194, 221, 225, 235]",407- 64- 3484,"[147, 219, 225, 235]",answer,16,18.0,16.0
0001123541,SUBMITTED,"[11, 194, 75, 207]",SUBMITTED BY:,"[11, 194, 102, 207]",question,17,17.0,15.0
0001123541,BY:,"[80, 194, 102, 205]",SUBMITTED BY:,"[11, 194, 102, 207]",question,17,17.0,15.0
0001123541,SUBMITTER'S,"[11, 223, 89, 234]",SUBMITTER'S SS#:,"[11, 223, 123, 234]",question,18,18.0,16.0
0001123541,SS#:,"[94, 223, 123, 233]",SUBMITTER'S SS#:,"[11, 223, 123, 234]",question,18,18.0,16.0
0001123541,Date,"[455, 180, 486, 191]",Date Rec'd,"[455, 179, 528, 192]",question,19,19.0,23.0
0001123541,Rec'd,"[490, 179, 528, 192]",Date Rec'd,"[455, 179, 528, 192]",question,19,19.0,23.0
0001123541,QIP,"[454, 193, 478, 206]",QIP Log #1,"[454, 193, 529, 206]",question,20,20.0,24.0
0001123541,Log,"[483, 193, 507, 206]",QIP Log #1,"[454, 193, 529, 206]",question,20,20.0,24.0
0001123541,#1,"[511, 193, 529, 206]",QIP Log #1,"[454, 193, 529, 206]",question,20,20.0,24.0
0001123541,Status,"[454, 221, 499, 234]",Status (1993),"[454, 221, 548, 235]",question,21,,
0001123541,(1993),"[506, 222, 548, 235]",Status (1993),"[454, 221, 548, 235]",question,21,,
0001123541,Keywords,"[455, 236, 515, 249]",Keywords (1993),"[455, 236, 562, 250]",question,22,,
0001123541,(1993),"[520, 236, 562, 250]",Keywords (1993),"[455, 236, 562, 250]",question,22,,
0001123541,6/,"[546, 168, 570, 197]",6/ 21/ 93,"[546, 168, 616, 197]",answer,23,19.0,23.0
0001123541,21/,"[564, 168, 596, 195]",6/ 21/ 93,"[546, 168, 616, 197]",answer,23,19.0,23.0
0001123541,93,"[595, 170, 616, 192]",6/ 21/ 93,"[546, 168, 616, 197]",answer,23,19.0,23.0
0001123541,93-,"[541, 190, 576, 210]",93- 0301,"[541, 190, 627, 210]",answer,24,20.0,24.0
0001123541,0301,"[577, 191, 627, 209]",93- 0301,"[541, 190, 627, 210]",answer,24,20.0,24.0
0001123541,SUGGESTION:,"[11, 279, 88, 292]",SUGGESTION: (Describe Current Situation and Idea),"[11, 278, 358, 295]",question,25,25.0,26.0
0001123541,(Describe,"[95, 281, 161, 295]",SUGGESTION: (Describe Current Situation and Idea),"[11, 278, 358, 295]",question,25,25.0,26.0
0001123541,Current,"[166, 279, 216, 293]",SUGGESTION: (Describe Current Situation and Idea),"[11, 278, 358, 295]",question,25,25.0,26.0
0001123541,Situation,"[222, 279, 289, 292]",SUGGESTION: (Describe Current Situation and Idea),"[11, 278, 358, 295]",question,25,25.0,26.0
0001123541,and,"[293, 279, 315, 292]",SUGGESTION: (Describe Current Situation and Idea),"[11, 278, 358, 295]",question,25,25.0,26.0
0001123541,Idea),"[320, 278, 358, 292]",SUGGESTION: (Describe Current Situation and Idea),"[11, 278, 358, 295]",question,25,25.0,26.0
0001123541,The,"[54, 306, 76, 320]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,current,"[82, 309, 132, 322]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,system,"[137, 309, 184, 320]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,of,"[187, 307, 204, 322]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,managing,"[208, 309, 267, 323]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,records,"[272, 309, 324, 322]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,is,"[328, 307, 343, 320]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,too,"[348, 307, 372, 320]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,complex.,"[376, 309, 432, 322]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,The,"[446, 307, 470, 321]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,trend,"[475, 306, 510, 321]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,seems,"[517, 309, 552, 322]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,to,"[557, 307, 575, 320]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,be,"[578, 307, 593, 321]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,increasingly,"[599, 307, 684, 322]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,"specific,","[34, 332, 97, 346]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,when,"[102, 334, 133, 347]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,we,"[138, 334, 156, 347]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,should,"[161, 332, 206, 345]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,be,"[208, 332, 225, 347]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,getting,"[229, 334, 282, 349]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,more,"[285, 335, 316, 348]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,general.,"[320, 335, 377, 349]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,Right,"[388, 332, 429, 349]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,"now,","[432, 334, 460, 348]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,people,"[465, 335, 512, 349]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,must,"[515, 335, 547, 346]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,work,"[550, 335, 582, 348]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,to,"[585, 332, 600, 347]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
0001123541,understand,"[606, 334, 679, 348]","The current system of managing records is too complex. The trend seems to be increasingly specific, when we should be getting more general. Right now, people must work to understand the system. We must spend too much time adninistering the system, labeling and cleaning our files. Complying is a real burden, both for the individual and for the records coordinators.","[32, 306, 684, 430]",answer,26,25.0,26.0
